track_name,artist,album,release_date,duration,popularity,explicit,lyrics,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood,negative,neutral,positive,compound
Misery Business,Paramore,Riot!,2007-06-11,211520,76,0,hit hit snare busi miseri let us take top got bodi like hourglass tick like clock matter time run thought mine caught mouth wait eight long month final set free told could lie one two week caught fire got wear biggest smile woah never meant brag got want woah never intent brag steal away god feel good got want could know would god feel feel good second chanc ever matter peopl never chang whore noth sorri never chang forgiv suppos exchang sorri honey pass look way well million girl like look innoc possibl get want like easi right well refus refus refus might also like woah never meant brag got want woah never intent brag steal away god feel good got want right could know would god feel feel good watch wildest dream come true one involv watch wildest dream come true one involv woah never meant brag got want woah never meant brag got want woah never intent brag steal away god feel good got want could know would god feel feel goodemb,0.517,0.906,1.0,-3.677,1.0,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,4.0,1,0.011,0.605,0.384,0.9962
Boulevard of Broken Dreams,Green Day,Boulevard of Broken Dreams,2004-01-01,261266,74,1,walk lone road one ever known know goe home walk alon walk empti street boulevard broken dream citi sleep one walk alon walk alon walk alon walk alon walk shadow one walk besid shallow heart thing beatin sometim wish someon find til walk alon ahah ahah ahah ahah ahah ahah ahah walkin line divid somewher mind borderlin edg walk alon read line fuck everyth right check vital sign know still aliv walk alon see green day liveget ticket low might also like walk alon walk alon walk alon walk shadow one walk besid shallow heart thing beatin sometim wish someon find til walk alon ahah ahah ahah ahah ahah ahah walk alon walk walk empti street boulevard broken dream citi sleep one walk shadow one walk besid shallow heart thing beatin sometim wish someon find til walk alon,0.49,0.679,8.0,-3.68,1.0,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046,4.0,1,0.084,0.74,0.177,0.9382
Train Wreck,James Arthur,Back from the Edge,2016-10-28,208826,80,0,lay silenc wait siren sign sign aliv still want lose get hey pray pray yeah god saviour unbreak broken unsay spoken word find hope hopeless pull train wreck unburn ash unchain reaction readi die yet pull train wreck pull pull pull pull pull underneath bad blood still got sad song home still home still home late build back one million chanc still chanc still chanc would take odd see jame arthur liveget ticket low might also like unbreak broken unsay spoken word find hope hopeless pull train wreck unburn ash unchain reaction readi die yet pull train wreck pull pull pull pull pull pull say like say would die ah knee need guard help saviour unbreak broken unsay reckless word find hope hopeless pull train wreck unburn ash unchain reaction readi die yet pull train wreck pull pull pull pull pull pull outemb,0.311,0.485,6.0,-5.726,0.0,0.0365,0.701,0.0,0.0726,0.225,77.355,4.0,0,0.331,0.538,0.13,-0.9918
Somebody Told Me,The Killers,Hot Fuss,2004-01-01,197200,82,0,breakin back know name seventeen track game breakin back know name heaven close place like anyth goe blink might miss heaven close place like said oh heaven close place like bring back bring back tonight oohooh never thought would let rumor ruin moonlight well somebodi told boyfriend look like girlfriend februari last year confidenti got potenti readi let us roll onto someth new takin toll leav without heaven close place like said oh heaven close place like bring back bring back tonight oohooh never thought would let rumor ruin moonlight see killer liveget ticket low might also like well somebodi told boyfriend look like girlfriend februari last year confidenti got potenti arushin arushin around pace said mayb babi pleas pleas know mayb babi want tri well somebodi told boyfriend look like girlfriend februari last year confidenti got potenti arushin arushin around oh somebodi told boyfriend look like girlfriend februari last year confidenti got potenti arushin arushin around somebodi told boyfriend look like girlfriend februari last year confidenti got potenti arushin arushin aroundemb,0.497,0.97,10.0,-4.851,0.0,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,4.0,1,0.086,0.688,0.226,0.975
Party Monster,The Weeknd,Starboy,2016-11-25,249213,79,1,good good great know mixin drank need girl gon realli understand need girl gon realli understand good good great know mixin drank need girl gon realli understand need girl gon realli understand seen get rich hittin pole seen knew know seen take tequila liter knew meet ooh mine ooh girl bump grind ooh mine ooh girl bump line angelina lip like angelina like selena ass shape like selena like got thank lord day woke girl even know name woke girl even know name woke woke girl even know name got thank lord day woke girl even know name woke girl even know name woke woke girl even know name might also like good good great know mixin drank need girl gon realli understand need girl gon realli understand good good great know mixin drank need girl gon realli understand need girl gon realli understand poppin took three row roll seen outsid tryna reach tryna leav said reason tell lie ooh girl tell lie say mine night realest said realest head geniu dick game meanest like got thank lord day woke girl even know name woke girl even know name woke woke girl even know name got thank lord day woke girl even know name woke girl even know name woke woke girl even know name yeah ooh yeah ooh yeah oh yeah yeah got thank lord day woke girl even know name bitch new spot crowdin space check safe check dresser chain got thank lord day woke girl even know name bitch new spot crowdin space check safe check dresser chain paranoid paranoid paranoid oh paranoid paranoid oh paranoid see someth paranoid paranoid paranoid paranoid oh paranoid paranoid oh paranoid see someth see someth got thank lord day woke girl even know name woke girl even know name woke woke girl even know name got thank lord day woke girl even know name woke girl even know name woke woke girl even know name paranoid,0.573,0.63,1.0,-8.389,1.0,0.105,0.189,2.31e-05,0.259,0.218,77.525,4.0,0,0.103,0.663,0.234,0.9945
Airplanes (feat. Hayley Williams of Paramore),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,2010-04-27,180480,75,1,pretend airplan night sky like shoot star could realli use wish right wish right wish right pretend airplan night sky like shoot star could realli use wish right wish right wish right yeah could use dream geni wish go back place much simpler partyin smashin crashin glitz glam fashion pandemonium mad come time fade black starin phone lap hopin peopl never call back stori unfold get anoth hand soon fold plan unravellin sayin would wish one chanc airplan airplan sorri late way close gate make switch flight right back end night might also like pretend airplan night sky like shoot star shoot star could realli use wish right wish right wish right pretend airplan night sky like shoot star shoot star could realli use wish right wish right wish right yeah yeah somebodi take back day job got paid ever matter bank yeah back tryna get tip subway back rappin hell nowaday rappin stay relev guessin make wish outta airplan mayb oh mayb go back day day polit call rap game back nobodi listen mixtap back tri cover slang decaturwhat bobbi ray get wish end polit oh get back music start shit stand say hopin make wish airplan pretend airplan night sky like shoot star shoot star could realli use wish right wish right wish right pretend airplan night sky like shoot star shoot star could realli use wish right wish right wish right could realli use wish right oh oh oh oh could realli use wish right mm like like like shoot star ah could could could realli use wish right wish wish right wish right nowemb,0.66,0.867,6.0,-4.285,0.0,0.116,0.11,0.0,0.0368,0.377,93.033,4.0,0,0.126,0.551,0.323,0.9965
Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,2013-07-01,99213,84,1,pppppparti parti smile face make easi trust yeah yeah oh yeah oh sauga feel like night time ooh watch light shine ooh drunk nigga tryna talk strip club shawti silhouett look like dollar sign ooh caughtcaught caught nigga brought brought blow one looni ass nigga ass nigga straight bill tooni ass nigga ass nigga mmmi nigga bigger bouncer roll bitch still smell like ounc like ounc right quick right quick tight jean feel shit ayi feel shit tell someth good babi tell someth tell someth good shawti yeah come bring hood babi bring itbr back hood shawti ooh ooh ooh sauga feel like night time night time bust open shawti light shine light shine still fuckin ass nigga nigga know want break iii know want break toronto might also like oh girl west side ohoh ooh girl know want break oh girl smile face face face,0.595,0.678,9.0,-5.18,1.0,0.0335,0.0199,0.00389,0.418,0.259,117.067,4.0,0,0.162,0.612,0.227,0.5434
wish you were gay,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,221543,73,0,babi feel good six word never understood never let go five word never say aww laugh along like noth wrong four day never felt long three crowd two us one slip away hahahahahahahaha want make feel okay look way tell much wish want stay kind wish gay reason step convers blue hey hey hey hey hey ten finger tearin hair nine time never made ate alon six minut away yay suppos make feel okay walk way tell much wish want stay kind wish gay might also like spare pride give lack interest explan say type say prefer sexual orient selfish make feel helpless yeah stand anoth day stand anoth day want make feel okay look way hmm tell much wish want stay kind wish gay kind wish gay kind wish gay,0.853,0.351,7.0,-10.198,1.0,0.241,0.39,9.38e-06,0.752,0.282,118.028,4.0,0,0.079,0.538,0.383,0.9929
Stick Season,Noah Kahan,Stick Season,2022-10-14,182346,94,0,promis mile combin must chang heart like halfway drive voic trail exactli pass exit sign kept drivin straight left futur right stuck anger blame face memori someth even smoke weed replac terrifi weather see rain doc told travel covid plane love vermont season stick saw mom forgot exist half fault like play victim drink alcohol til friend come home christma dream night version might lose tire track one pair shoe split half thought pile someth good bad could cancel dark inherit dad longer funni miss way laugh call forev still call back see noah kahan liveget ticket low might also like love vermont season stick saw mom forgot exist half fault like play victim drink alcohol til friend come home christma dream night version might lose tire track one pair shoe split half oh half hope pain passin doubt love vermont season stick saw mom forgot exist half fault like play victim drink alcohol til friend come home christma dream night version might lose tire track one pair shoe split half doemb,0.662,0.488,9.0,-6.894,1.0,0.0682,0.782,0.0,0.102,0.817,117.913,4.0,1,0.189,0.548,0.263,0.9628
Whiskey Glasses,Morgan Wallen,If I Know Me,2018-04-27,234346,80,0,poor pour anoth drink want feel thing hell nah want sip til pain wear poor pour anoth round line knock two let us go never hurt like want think wear ring without want hit karaok bar sing without make drink strong brother gone ever go move need whiskey glass want see truth probabl make couch right someon new yeah need whiskey glass go make singl need doubl shot heartbreak proof see world whiskey glass noth els sip around truth see world whiskey glass need better view drink see morgan wallen liveget ticket low might also like last call swear last call drunk dial mr bartend hittin want think wear ring without want hit karaok bar sing without make drink strong brother gone ever go move need whiskey glass want see truth probabl make couch right someon new yeah need whiskey glass go make singl need doubl shot heartbreak proof see world whiskey glass noth els sip around truth oh see world whiskey glass need better view drink line line line line knock back knock back knock back knock back fill fill fill fill ever come back line line line line knock back knock back knock back knock back fill fill fill fill ever come back need whiskey glass want see truth probabl make couch right someon new yeah need whiskey glass go make singl need doubl shot heartbreak proof see world whiskey glass noth els sip around truth oh see world whiskey glass need better view drink yeah noth els sip around truth see world whiskey glass need better view drink yeahemb,0.614,0.68,6.0,-4.58,1.0,0.0289,0.369,1.84e-06,0.115,0.707,149.959,4.0,1,0.138,0.705,0.157,0.0248
double take,Dhruv,rapunzel,2022-01-21,171743,79,0,oohoohoohooh oohoohooh oohoohoohooh could say never dare think way would lie pretend happi find dude take home deni midst crowd shape cloud see nobodi rosetint dream wrinkl silk sheet see nobodi boy got hook onto someth could say saw us come tell feel love spend summer lifetim let take place dream tell feel love oohoohoohooh might also like could say never unzip blue levi insid head far truth know come seem like yesterday said friend forev constel star mural citi wall see nobodi vice muse nineteenth floor view see nobodi boy got hook onto someth could say saw us come tell feel love spend summer lifetim let take place dream tell feel love boy got hook onto someth could say saw us come tell feel love spend summer lifetim let take place dream tell feel love feel love oohoohoohooh feel love feel love feel love feel love feel loveemb,0.656,0.436,8.0,-11.141,1.0,0.0744,0.845,0.0,0.221,0.196,109.239,4.0,0,0.007,0.661,0.332,0.9964
"Sugar, We're Goin Down",Fall Out Boy,From Under The Cork Tree,2005-05-03,229093,78,0,bargain yet dyin tell anyth want hear week lie grass next mausoleum notch bedpost line song notch bedpost line song drop heart break name alway sleep sleep wrong team go earlier round sugar go swingin number one bullet load god complex cock pull go earlier round sugar go swingin number one bullet load god complex cock pull bargain yet oh mind watch two closet wish friction jean mess dyin notch bedpost line song notch bedpost line song see fall boy liveget ticket low might also like drop heart break name alway sleep sleep wrong team go earlier round sugar go swingin number one bullet load god complex cock pull go earlier round sugar go swingin number one bullet load god complex cock pull earlier round sugar go swingin number one bullet load god complex cock pull go earlier round take aim sugar go swingin take back said number one bullet take aim load god complex cock pull go go load god complex cock pull go earlier round take aim sugar go swingin take back said number one bullet take aim load god complex cock pull,0.494,0.842,7.0,-4.784,1.0,0.0843,0.00579,0.0,0.122,0.574,162.011,4.0,1,0.126,0.674,0.201,0.9118
Hold Me While You Wait,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,2019-05-17,205686,78,0,waitin savin preciou time losin light missin old us learn truth late resign fate fadin away tell turn around need someon tear oh tell turn around either way hold wait wish good enough hold wait could wake hold wait love love love love stay hold wait tell tell someth know come close go wast time let us wast right hold wait wish good enough hold wait could wake hold wait love love love love stay hold wait wish care littl hold wait wish would told hold wait love love love love stay hold wait might also like need true faith shaken still believ need stay hold wait wish good enough hold wait could wake hold wait love love love love stay hold wait wish care littl hold wait wish would told hold wait love love love love stay hold wait stay hold wait faith shaken still believ stay hold wait love love love stay whileemb,0.688,0.53,11.0,-5.507,1.0,0.0333,0.443,0.0,0.0995,0.162,106.958,4.0,0,0.019,0.429,0.551,0.9993
What About Us,P!nk,Beautiful Trauma,2017-10-13,269600,76,0,ladadadada ladadadada dadada searchlight see dark rocket point star billion beauti heart sold us river far us time said answer us broken happi ever after us plan end disast love trust us problem want solv children need love willin came call man fool us enough enough oh see pnk liveget ticket low might also like us time said answer us broken happi ever after oh us plan end disast oh love trust us oh us plan end disast love trust us stick stone may break bone readi readi start us wake come readi readi want control want let go readi readi time let know readi us us time said answer us broken happi ever after oh us plan end disast oh love trust us us us us us us usemb,0.491,0.588,1.0,-6.177,1.0,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,4.0,0,0.099,0.64,0.261,0.9814
Versace on the Floor,Bruno Mars,24K Magic,2016-11-17,261240,79,0,let us take time tonight girl us star watchin place would rather world eye lost underneath chandeli dancin alon reason hide feelin insid right babi let us turn light close door oooh love dress need anymor need let us kiss til nake babi versac floor oooh take girl versac floor oooh take girl unzip back watch fall kiss neck shoulder afraid show right readi hold girl know perfect head heel confus smile ever real real see bruno mar liveget ticket low might also like turn light close door oooh love dress need anymor need let us kiss til nake babi versac floor oooh take girl versac floor oooh take girl danc warmin feel warmin feel warmin feel babi warmin oh seem like readi let us kiss til nake versac floor hey babi take girl versac floor oooh take girl versac floor floor flooremb,0.578,0.574,2.0,-6.209,1.0,0.0454,0.196,0.0,0.083,0.301,174.152,4.0,0,0.037,0.779,0.185,0.9769
Somebody Else,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",2016-02-26,347520,70,1,heard found somebodi els first thought lie took thing make sound rest without want bodi hate think somebodi els love gone cold intertwin soul somebodi els look look phone leav somebodi els want bodi pictur bodi somebodi els els els want bodi want bodi want bodi want bodi want bodi want bodi want bodi want bodi cmon babi know last time see face cmon babi know said would find someon take place place place believ got go keep everi time start believ anyth say remind gettin might also like want bodi hate think somebodi els love gone cold intertwin soul somebodi els look look phone leav somebodi els want bodi pictur bodi somebodi els els els want bodi want bodi want bodi want bodi want bodi want bodi want bodi want bodi get someon love get someon need fuck get money give soul never alon get someon love get someon need fuck get money give soul never alon get someon love get someon need fuck get money give soul never alon get someon love get someon need fuck get money give soul never alon want bodi want bodi hate think somebodi els want bodi love gone cold intertwin soul somebodi els want bodi look look phone leav somebodi els want bodi want bodi want bodi pictur bodi somebodi els want bodi,0.61,0.788,0.0,-5.724,1.0,0.0585,0.195,0.0142,0.153,0.472,101.045,4.0,0,0.088,0.658,0.254,0.9773
Clint Eastwood,Gorillaz,Gorillaz,2001-01-01,340920,71,1,hoohoohoohoohoo happi feel glad got sunshin bag useless long futur come happi feel glad got sunshin bag useless long futur come come come come come hoo yeah haha final someon let cage time noth countin age nah could scare good repair snare intang bet think command panoram view look make manag pick choos sit lose differ crew chick dude think realli kickin tune pictur get pictur tube like lit fuse think fiction mystic mayb spiritu hero appear clear view crazi lifeless definit life priceless put hype shit like gun smokin righteou one toke get psychic among possess one dose might also like happi feel glad got sunshin bag useless long futur come happi feel glad got sunshin bag useless long futur come right come come come come essenc basic without make allow make childlik natur rhythm fallaci everi sproutin tree everi child peac everi cloud sea see eye see destruct demis corrupt disguis right fuckin enterpris suck lie russel muscl percuss provid guid see see eye perceiv mind inner fuck stick around russ mentor bust rhyme motherfuck rememb thought brought surviv law lawless right feel sensat thought dead squeal rememb head happi feel glad got sunshin bag useless long futur come happi feel glad got sunshin bag useless long futur come come come come come futur come come come come come futur come come come come come futur come come come futur come come come futur come come come futur,0.663,0.694,10.0,-8.627,0.0,0.171,0.0253,0.0,0.0698,0.525,167.953,4.0,1,0.156,0.71,0.134,-0.7464
CUFF IT,Beyoncé,RENAISSANCE,2022-07-29,225388,81,1,feel like fallin love fallin love mood fuck someth tonight fuckin someth babi need drink cup need drink hey pour drink mood fuck someth mood fuck someth want go missin need prescript want go higher sit top ohlalalalalalala want go nobodi want go nobodi ever fun like oh woah ever fun yeah gon fuck night black light spaceship fli yeah spaceship fli unapologet fuck night fuck night gettin fuck tonight gon fuck night bet see far bet see star bet elev bet meet god feel like fallin love mood fuck someth gon fuck night might also like four wall sexi love turn miss roll call yeah roll show show show show po po oh po po mr nasti clean go nobodi go nobodi ever fun like ever fun yeah want go missin need prescript want go higher sit top gon fuck night funk funk black light spaceship fli yeah spaceship fli unapologet fuck night funk funk fuck tonight gettin fuck tonight gon fuck night bet see far bet see star bet elev bet meet god feel like fallin love mood fuck someth gon fuck night hyperson sex erot bodi boy got hit draulic ride got actin hella thotti excit exot season profession squeez let go teas selfcontrol got time today got time today got time oh got time today got time wait come play ooh yeah come cuff cuff cuff cuff babi buss buss buss babi oh babi anywher anytim mind mind yeah mind backin truck huh back truck bitchll get fuck huh fuck puttin cup huh put cup yeah gon fuck night take flight woo blindin light yeah fuck fuck fuck unapologet fuck night bet see star night bet go far night bet levit night bet meet god parti peopl roll ooh yeah huh gon fuck night yeah spaceship fli fuck fuck upemb,0.78,0.689,7.0,-5.668,1.0,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,4.0,1,0.25,0.523,0.228,-0.9796
Beauty And A Beat,Justin Bieber,Believe,2012-01-01,227986,81,0,yeah young money nicki minaj justin rrr show tonight want show ayyayyayi got billion could never bought ayyayyayi go parti like tonight want show finer thing life forget world young tonight come ya come ya need beauti beat make life complet bout music make move babi like might also like bodi rock girl feel bodi rock ayyayyayi take bow hottest ticket ooh ayyayyayi go parti like tonight want show finer thing life forget world young tonight come ya come ya need beauti beat make life complet bout music make move babi like uh uh iiiiin time ink line bbbitch could get inclin world tour iiit mine ten littl letter big sign justin bieber know hit ether bun wiener got keep eye selen bbbeauti beauti beast beauti east beauti confess priest beast beauti street beat get deceas everi time beauti beat eat bodi rock yeah yeah oh yeah yeah want feel bodi rock let us go let us go frrrrr yeah need need love beauti beat beat make life complet complet ohohoh oh woah bout need music make move babi like emb,0.601,0.843,0.0,-4.87,1.0,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,4.0,1,0.019,0.796,0.185,0.9794
Tainted Love,Soft Cell,Non-Stop Erotic Cabaret,1981-01-01,153800,80,0,sometim feel got run away got get away pain drive heart love share seem go nowher lost light toss turn sleep night ran ran run taint love given give boy could give take tear nearli oh taint love taint love know got run away got get away realli want make thing right need someon hold tight think love pray sorri pray way see soft cell liveget ticket low might also like ran ran run taint love given give boy could give take tear nearli oh taint love taint love touch pleas stand way teas love though hurt go pack thing go taint love oh taint love oh taint love oh taint love oh touch babi taint love touch babi taint love taint love oh taint love oh taint loveemb,0.5,0.501,0.0,-8.284,0.0,0.0376,0.462,0.0,0.26,0.623,144.438,4.0,1,0.056,0.506,0.438,0.9977
I Don't Fuck With You,Big Sean,Dark Sky Paradise,2015-02-24,284386,75,1,uhhuh fuck mustard beat ho fuck wit lil stupid ass bitch fuckin witchu lil lil dumb ass bitch fuckin witchu got million trillion thing would rather fuckin fuckin lil stupid ass give fuck give fuck give fuck bitch give fuck anyth give fuck give fuck give fuck anyth give fuck uh heard got new man see takin pic woah post thinkin makin sick brr brr see callin makin quick answer shit like fuck wit chu bitch got feel go swear got ceil go mean real fuck feel fuck two cent go toward bill yeah everi day wake celebratin shit dodg bullet crazi bitch stuck gun woah made rich put got made everyth first name big hoe chase bread aw damn got bird brain noth trill aw man silli bought crib three stori bitch trilog know rollin weed fuckin ozon got bitch text got cloth swerv anoth one text swerv swerv ass next text ass back like might also like fuck wit lil stupid ass bitch fuckin witchu lil lil dumb ass bitch fuckin witchu got million trillion thing would rather fuckin fuckin lil stupid ass give fuck give fuck give fuck bitch give e fuck anyth give fuck give fuck give fuck anyth hawoo give fuck uh got million thing mind execut deal onlin limit amount time chasin dollar sign grind liabl find mgm casino fuckin fetti could put properti bay murder mitten nigga put murder mission choosin decis free nigga prison phone bitch shit pimp make nigga hella rich hella rich got blunt dental blowin hemp rental way sacramento late night arsenio arsenio never sentiment go hard go homeless bare harley chromeless uh might end domeless uh bet cheddar givin make bitch stand outsid forev like statu liberti mmm rest pimp pimp c underground king south rais styrofoam pour drink mouth pour alway comin around bad news bad news say want win hope lose hope lose askin rock nigga crew crew nigga cool cool fuck wit lil biatch lil stupid ass bitch fuckin witchu uhuh lil lil dumb ass bitch fuckin witchu got million trillion thing would rather fuckin fuckin lil stupid ass give fuck give fuck give fuck bitch give fuck anyth give fuck anyth give fuck give fuck give fuck bitch give fuck anyth give fuck anyth got new chick got thank god god got new whip got thank lot swerv swerv swerv yeah got lot want lot yeah buildin tryna take top floor floor swear hear new bullshit everi day wakin uh seem like nowaday everybodi breakin uh shit break ya lose good girl guess need bad bitch come around make yup guess drama make best content everyth got bad side even conscienc drinkin til unconsci woah feel get fine bitch forget read fine print life got meditatin like himalaya keep g l lit like elev yeah know karma real hope cool still stupid ass bitch fuckin witchu littl stupid ass fuckin wit woah fuckin fuckin witchu woah fuckin witchu ha straight yeah yeah woah kemb,0.824,0.733,1.0,-5.474,1.0,0.0613,0.0362,0.0,0.325,0.395,97.972,4.0,0,0.421,0.453,0.126,-0.9998
No Diggity,Blackstreet,Another Level,1996-09-09,304600,77,0,yeah know like playett diggiti doubt uh play playett play playett yo dre drop vers go fade blackstreet homi got collab creation bump like acn doubt put never slouch long credit vouch dog could catch tell stop dre makin move attract honey like magnet give eargasm mellow accent still move flavor homi blackstreet teddi origin rump shaker shorti get good lord babi got open town strictli biz play around cover much ground got game pound get paid fort everi day true player way get mind wow think girl time wowwow east side west side pushin phat ride surpris got trick stash stack cash fast come ga mean averag got babi perfect ten want get get win might also like like way work diggiti got bag bag like way work diggiti got bag bag girl like way work diggiti got bag bag like way work diggiti got bag get got class style street knowledg pound babi never act wild lowkey profil catchin feel let tell goe herb word spin verb lover curv freak heard rollin phat even know half got pay play shorti bangbang look way like way work trump tight day everi day blow mind mayb time babi get ride like way work diggiti got bag bag like way work diggiti got bag oh yeah like way work diggiti got bag bag babe like way work diggiti got bag get hey yo hey yo hey yo hey yo hey yo girl look good hey yo hey yo hey yo hey yo play play play hey yo hey yo hey yo hey yo kind girl hey yo hey yo hey yo hey yo hey yo peep roll deep flyin first class new york citi blackstreet know thing cartier wooden frame sport shorti ici gleam pinki diamond ring be baddest cliqu scene get bore fake broad show prove doubt diggin pleas excus come across rude playett got stay kickin game capit g ask peopl block real word bond fake move never thing teddi pass word chaunci send call let us say around queen pen blackstreet diggiti diggiti doubt babi like way work diggiti got bag girl got go like way work diggiti got bag play play play hey yo hey yo hey yo hey yo like way work diggiti got bag hey ooh hey yo hey yo hey yo hey yo like way work diggiti got bag hell yeah babe yeah come becki full effect doubt lisa full effect right vicki full effect uhhuh tamika full effect yeah blaze full effect right noth go rent doubt yeah play playett play playett play play play play like right diggiti doubt yeah blackstreet product right outemb,0.867,0.646,1.0,-4.674,0.0,0.288,0.303,0.0,0.279,0.67,88.634,4.0,1,0.087,0.67,0.243,0.9972
Kids,MGMT,Oracular Spectacular,2007-12-14,302840,79,0,five four three two one ah child crawlin knee toward makin mama proud voic loud like watch laughin pick insect plant time think consequ control take need famili tree want haunt control take need famili tree want haunt water warm sendin shiver babi born cryin attent memori fade like lookin fog mirror decis decis made bought thought would hurt lot guess control take need famili tree want haunt control take need famili tree want haunt might also like control take need famili tree want haunt control take need famili tree want haunt control take need famili tree want haunt control take need famili treesemb,0.451,0.931,9.0,-3.871,1.0,0.0719,0.00076,0.0049,0.361,0.172,122.961,4.0,0,0.174,0.657,0.169,-0.7717
Pursuit Of Happiness (Nightmare),Kid Cudi,Man On The Moon: The End Of Day,2009-09-15,295293,71,1,mm ayoh hey ratatat yeah nananana nananana crush bit littl bit roll take hit feelin lit feelin right summer night care hand wheel drive drunk thing roll midwest side live life get dream peopl told slow roll scream fuck want look ahead turnin back fall die know live fullest fall die know live miss bullet pursuit happi know everyth shine alway go gold hey fine get good pursuit happi know everyth shine alway go gold hey fine get good see kid cudi liveget ticket low might also like tell know dreamin dreamin realli know noth noth tell know night terror everi night cold sweat wake sky tell know dream dream tell know night terror noth realli care trial tomorrow rather lay awak bed full sorrow pursuit happi know everyth shine alway go gold hey fine get good pursuit happi know everyth shine alway go gold hey fine get good pursuit happi know everyth shine alway gold fine get good pursuit happi know everyth shine alway go gold hey fine get good pursuit happi know everyth shine alway go gold hey fine get good pursuit happi yeah gon get good oh oh man oh ugh room spin room spin pat zuli oh fuck oh god drink much smoke much oh oh fuck,0.63,0.605,0.0,-8.951,1.0,0.0414,0.484,9.29e-05,0.298,0.266,115.277,4.0,0,0.152,0.623,0.225,0.9001
Formula,Labrinth,Euphoria (Original Score from the HBO Series),2019-10-04,91869,83,0,e equal mc squar got blimp insid head flew cuckoo nest light one puf dragon livin thrill formula screw loos monday screw loos propan screw loos tell screw loos tell screw loos tell livin thrill formula tell puf dragon screw loos tell livin thrill formula screw loos screw loosey might also likeemb,0.574,0.664,11.0,-6.068,1.0,0.0409,0.0448,0.0553,0.146,0.226,144.654,4.0,0,0.188,0.687,0.126,0.3182
Burn,Ellie Goulding,Halcyon Nights,2012-10-12,231213,76,0,worri bout noth got fire burn one hell someth go see us outer space outer space light like star human race human race light start know heard strike match play loud give love world rais hand shinin sky got fire fire fire yeah got fire fire fire go let burn burn burn burn go let burn burn burn burn go let burn burn burn burn go let burn burn burn burn see elli gould liveget ticket low might also like want leav want right right ririright see everybodi floor actin crazi gettin loco till light music wake start fire burn got love sleepin sleepin sleepin light start know heard strike match play loud give love world rais hand shinin sky got fire fire fire yeah got fire fire fire go let burn burn burn burn go let burn burn burn burn go let burn burn burn burn go let burn burn burn burn light start know heard strike match play loud give love world go let burn burn burn burn burn burn ooh burn burn burn burn burn burn ooh light put light put light put light put light start know heard strike match play loud give love world rais hand shinin sky got fire fire fire yeah got fire fire fire go let burn burn burn burn go let burn burn burn burn go let burn burn burn burn go let burn burn burn burn let burn light start know heard strike match play loud give love world rais hand burn burn burn burn shinin sky go let burn burn let burn got fire fire fire yeah got fire fire fire go let burnemb,0.555,0.772,1.0,-5.007,1.0,0.0523,0.315,0.0,0.105,0.346,86.921,4.0,0,0.212,0.605,0.183,-0.0516
Mistletoe,Justin Bieber,Under The Mistletoe (Deluxe Edition),2011-01-01,182946,65,0,beauti time year light fill street spread much cheer play winter snow mistleto want miss holiday stop stare face play winter snow mistleto shawti shawti mistleto everyon gather around fire chestnut roast like hot juli chill folk know mistleto word street santa come tonight reindeer fli sky high make list know mistleto shawti shawti mistleto shawti shawti mistleto might also like ayi love wise men follow star way follow heart led miracl ayi love buy noth feel one thing lip lip merri merri christma beauti time year light fill street spread much cheer play winter snow mistleto want miss holiday stop stare face play winter snow mistleto shawti shawti mistleto yeah shawti shawti mistleto mistleto kiss underneath mistleto show babi love soohoh oh oh oh kiss underneath mistleto show babi love soohoh oh oh ohemb,0.657,0.56,6.0,-9.049,0.0,0.0467,0.498,0.0,0.0794,0.854,161.993,4.0,1,0.056,0.605,0.339,0.994
Hold the Line,TOTO,Toto,1978-10-10,235546,84,0,way hold way say care way treat friend way stay til end way look thing say hold line love alway time hold line love alway time word told way say mine way came back way love set free way look thing say hold line love alway time hold line love alway time see toto liveget ticket low might also like word told way say mine way came back way love set free way look thing say hold line love alway time hold line love alway time love alway time hold line love alway time love alway time love alway time hold line love alway time love alway time love alway time love alway time whoahoohoohemb,0.473,0.898,6.0,-4.797,0.0,0.0561,0.00783,0.0618,0.173,0.808,96.556,4.0,1,0.012,0.513,0.476,0.9981
